ID_особи,Пол,Порода,Дата_Рождения,Родитель_папа,Родитель_мама,Удой л/день,Упитанность,Коэффициент инбридинга (F),Прирост веса кг/день,Здоровье (1-10),Фертильность (%),Генетическая ценность (баллы)
0305,Самец,Айрширская,2022-11-16,0084,3509,,3,"0,15","1,49",10,,80
0306,Самка,Айрширская,2020-05-14,8514,5714,,4,"0,02",,8,84,87
0307,Самка,Голштинская,2023-06-02,9564,5858,"36,32447079",3,"0,07",,7,81,75
0308,Самец,Айрширская,2018-06-25,4437,1218,,2,"0,16",,5,93,93
0309,Самка,Швицкая,2020-01-22,7358,6961,,2,"0,2",,6,87,88
0310,Самец,Швицкая,2018-06-22,9814,9120,,3,"0,19","0,93",5,,89
0311,Самка,Айрширская,2018-02-23,6708,0666,"28,18878861",4,"0,05",,9,85,81
0312,Самка,Голштинская,2018-03-19,0570,6807,"27,92477567",3,"0,16",,7,83,74
0313,Самец,Швицкая,2020-03-17,5403,4584,,2,"0,18",,6,80,95
0314,Самец,Симентальская,2018-12-17,1779,7951,,2,"0,17",,8,90,78
0315,Самка,Герефорд,2020-06-12,7291,5986,,3,"0,11","1,12",8,,94
0316,Самец,Голштинская,2019-09-25,1399,0950,"26,92129966",4,"0,17","1,16",5,89,70
0317,Самка,Симентальская,2018-12-17,0507,3596,,4,"0,06",,7,,70
0318,Самка,Симентальская,2018-12-19,0181,1366,"35,15276789",4,"0,05",,7,,83
0319,Самец,Айрширская,2022-04-08,3598,4125,,4,"0,17",,7,88,71
0320,Самец,Швицкая,2021-07-22,1093,1132,,3,"0,08","1,22",8,83,85
0321,Самец,Айрширская,2018-10-07,0876,6988,"31,17021582",4,"0,12",,8,,94
0322,Самка,Герефорд,2021-11-18,5265,9620,,4,"0,13",,8,,86
0323,Самка,Голштинская,2023-04-02,9403,7341,,4,"0,16",,7,,95
0324,Самка,Айрширская,2023-04-21,0280,4556,,4,"0,08","0,91",7,81,82
0325,Самка,Симентальская,2021-05-02,6924,2837,"38,30072131",3,"0,05","1,37",6,,72
0326,Самка,Голштинская,2019-04-02,0410,8480,,3,"0,1",,8,93,88
0327,Самец,Герефорд,2019-05-05,7292,4063,,5,"0,15",,8,92,95
0328,Самец,Симентальская,2023-09-13,0434,1995,,4,"0,02",,6,,76
0329,Самец,Швицкая,2022-04-26,6559,8545,"20,3416625",3,"0,03","1,34",5,82,88
0330,Самец,Швицкая,2021-07-06,6715,1759,,4,"0,07",,5,,94
0331,Самка,Голштинская,2020-04-20,5474,0243,"33,93671634",3,"0,12","1,21",10,,74
0332,Самка,Швицкая,2018-10-15,3907,2598,"31,26499344",3,"0,19","1,32",6,87,86
0333,Самец,Швицкая,2021-10-24,8212,6369,,3,"0,04",,10,,72
0334,Самка,Швицкая,2021-10-07,4122,0363,,4,"0,12","0,92",5,89,93
0335,Самка,Голштинская,2021-04-28,7856,4495,,4,"0,05",,5,,80
0336,Самец,Айрширская,2019-08-06,6082,4500,,3,"0,19",,7,91,79
0337,Самец,Айрширская,2019-06-11,8413,5332,"24,38920961",3,"0,07",,9,,87
0338,Самец,Айрширская,2021-11-17,1564,2510,"33,48682371",5,"0,11","1,18",10,82,82
0339,Самка,Герефорд,2021-05-27,0907,5110,"27,72434535",4,"0,17",,5,82,89
0340,Самец,Герефорд,2021-05-24,2792,7392,"34,85370712",3,"0,08","0,82",7,92,82
0341,Самец,Герефорд,2021-04-23,3453,1600,"31,04660319",4,"0,04","1,47",5,77,85
0342,Самка,Швицкая,2019-04-16,3924,0630,,5,"0,02","1,26",6,,95
0343,Самец,Айрширская,2022-03-06,8135,5846,"22,12413145",4,"0,17","0,86",6,92,74
0344,Самец,Симентальская,2020-07-23,1667,5894,,4,"0,15","1,05",10,85,90
0345,Самка,Голштинская,2022-05-07,6711,2739,,4,"0,09","1,23",7,,80
0346,Самец,Герефорд,2021-02-09,2684,7468,,5,"0,13",,5,,94
0347,Самка,Голштинская,2018-04-07,4157,6230,,4,"0,15","0,99",8,,83
0348,Самка,Швицкая,2019-09-08,9446,7004,,3,"0,03",,9,75,88
0349,Самка,Айрширская,2023-08-04,3994,3340,"37,99577911",4,"0,14",,8,,90
0350,Самка,Голштинская,2022-11-07,5908,0563,,3,"0,14",,7,86,70
0351,Самец,Симентальская,2018-03-13,6801,1366,,4,"0,1",,5,78,89
0352,Самка,Голштинская,2018-10-22,7798,8959,"32,4403679",3,"0,17","0,92",6,80,91
0353,Самец,Швицкая,2019-12-14,9037,5381,"34,98447781",5,"0,13","1,49",6,86,83
0354,Самка,Голштинская,2021-06-10,8428,3190,,4,"0,1",,5,,93
0355,Самец,Голштинская,2020-12-08,7372,7879,"28,36088266",4,"0,16","1,18",9,84,77
0356,Самка,Герефорд,2023-03-21,9702,0577,"20,5704432",4,"0,07","0,86",10,91,94
0357,Самец,Голштинская,2023-10-20,6192,4483,,3,"0,18","1,25",8,,90
0358,Самец,Айрширская,2021-07-10,5839,9608,,4,"0,04","1,26",9,91,94
0359,Самка,Симентальская,2023-03-22,4498,0539,,4,"0,05",,8,,73
0360,Самец,Голштинская,2019-09-05,9824,6964,,5,"0,15",,10,86,71
0361,Самка,Герефорд,2018-07-05,7349,0608,,4,"0,17",,9,92,75
0362,Самка,Айрширская,2021-12-24,2615,2072,"20,42229664",4,"0,01",,5,,84
0363,Самец,Швицкая,2020-08-05,2944,2849,,4,"0,13","1,4",7,78,88
0364,Самка,Швицкая,2021-07-07,4350,0046,"38,25591589",3,"0,16",,7,82,80
0365,Самец,Герефорд,2020-05-24,3453,6076,"37,20299162",3,"0,04",,8,92,87
0366,Самец,Айрширская,2023-12-27,9703,9433,"39,33813374",2,"0,06","1,17",9,85,94
0367,Самец,Голштинская,2020-08-02,1365,8087,"32,2452789",4,"0,17",,10,,81
0368,Самец,Айрширская,2018-03-17,0332,0013,,4,"0,07",,8,,92
0369,Самка,Швицкая,2023-11-12,4948,9523,"27,96609951",3,"0,03","1,18",9,,80
0370,Самец,Швицкая,2023-05-10,2575,3707,"22,4291811",5,"0,07","1,07",6,,90
0371,Самка,Швицкая,2019-06-09,1687,4544,"39,34101374",4,"0,17",1,5,95,81
0372,Самец,Герефорд,2020-06-25,5153,2161,,3,"0,1",,5,75,85
0373,Самец,Швицкая,2021-06-22,3944,9407,"35,52813194",4,"0,12",,9,,71
0374,Самка,Голштинская,2020-01-26,3226,8343,"26,92290647",3,"0,09",,10,80,95
0375,Самка,Симентальская,2022-02-19,7405,9624,,4,"0,12","1,12",7,,73
0376,Самка,Голштинская,2023-12-14,8481,1213,,3,"0,03","1,28",7,,78
0377,Самка,Швицкая,2020-11-01,1825,0394,"38,63979555",3,"0,14","1,48",10,,93
0378,Самка,Герефорд,2019-03-18,4924,5791,"24,25123544",4,"0,09","1,46",5,90,72
0379,Самец,Герефорд,2021-02-20,0245,4329,,5,"0,01","1,44",8,,72
0380,Самка,Герефорд,2023-10-16,1208,5721,"26,64226671",4,"0,1",,8,90,94
0381,Самка,Голштинская,2019-02-25,3204,2433,"30,37490214",3,"0,1","1,01",7,89,91
0382,Самка,Симентальская,2021-01-17,1312,3372,"21,80425208",4,"0,01","1,38",5,90,79
0383,Самец,Айрширская,2022-05-11,2492,7074,,3,"0,02","1,05",8,89,85
0384,Самец,Айрширская,2018-02-11,2963,0227,,4,"0,02",,10,,79
0385,Самка,Герефорд,2022-03-18,2244,6750,"35,08657547",3,"0,12",,9,,72
0386,Самец,Айрширская,2020-12-16,1554,5714,"35,21944408",4,"0,02","1,34",7,,90
0387,Самка,Швицкая,2021-11-13,7294,1024,"28,29886708",4,"0,06",,9,,95
0388,Самец,Айрширская,2023-08-24,3076,8495,,3,"0,16","1,22",5,,92
0389,Самка,Голштинская,2021-08-23,9274,8438,"30,89064018",3,"0,06","0,88",7,,77
0390,Самец,Голштинская,2019-03-19,4032,3502,"20,70873294",3,"0,05","1,36",7,,93
0391,Самка,Швицкая,2023-09-28,1281,5319,"26,98702244",4,"0,15","1,36",9,,85
0392,Самец,Голштинская,2018-07-11,9666,7602,"38,60725628",3,"0,06","1,23",8,,87
0393,Самка,Симентальская,2023-07-13,9177,2517,,2,"0,13",,6,,76
0394,Самка,Симентальская,2023-08-19,4461,4226,,4,"0,03",,9,,86
0395,Самец,Айрширская,2021-01-20,2609,8538,,4,"0,02",,9,90,73
0396,Самка,Айрширская,2023-02-04,3463,4013,"27,48453843",4,"0,17","0,96",5,90,72
0397,Самка,Швицкая,2018-04-13,5549,2252,"20,37643287",4,"0,19","1,5",10,76,76
0398,Самец,Герефорд,2021-02-18,0370,2082,,4,"0,17",,8,,93
0399,Самец,Швицкая,2021-08-18,7721,0059,"28,13029362",5,"0,2",,8,91,88
0400,Самец,Айрширская,2020-06-24,5506,5841,,3,"0,16","1,24",10,85,92
0401,Самка,Голштинская,2020-02-05,6297,2306,"36,57838673",3,"0,01","1,31",5,90,75
0402,Самка,Айрширская,2018-05-22,8026,3804,,4,"0,12","1,27",8,85,78
0403,Самец,Голштинская,2020-07-11,6070,1070,,2,"0,14",,8,76,91
0404,Самка,Швицкая,2020-01-19,8983,1840,"22,10533651",4,"0,18",1,5,,88
0405,Самец,Симентальская,2021-05-02,7816,5570,"29,51905054",4,"0,14","1,16",10,77,83
0406,Самец,Симентальская,2018-05-24,4014,7291,"35,56676786",5,"0,04","1,04",8,,82
0407,Самец,Симентальская,2022-01-25,0523,5268,,4,"0,04","1,42",10,,71
0408,Самец,Герефорд,2022-11-25,5210,2451,,4,"0,06",,9,,71
0409,Самка,Голштинская,2023-02-27,9698,3855,"26,9946989",3,"0,01",,10,85,94
0410,Самка,Герефорд,2020-01-23,0359,8083,"24,47006901",5,"0,19",,7,93,71
0411,Самец,Швицкая,2019-04-10,4440,3916,,3,"0,2",,8,,81
0412,Самка,Голштинская,2019-05-14,4955,0088,,4,"0,15","0,85",9,93,77
0413,Самец,Симентальская,2018-07-15,2777,6285,"32,71118244",3,"0,05","1,23",5,95,78
0414,Самка,Швицкая,2020-03-12,8528,3194,,4,"0,15",,10,,91
0415,Самка,Швицкая,2018-11-16,3129,3456,,4,"0,12","1,02",5,,82
0416,Самка,Швицкая,2020-06-05,8392,6713,,3,"0,14",,5,,80
0417,Самка,Швицкая,2021-06-05,2885,3285,,2,"0,12",,6,78,82
0418,Самец,Швицкая,2019-05-05,0781,3427,,4,"0,04",,5,76,73
0419,Самка,Симентальская,2023-12-19,5768,0801,,4,"0,07","0,84",8,,86
0420,Самка,Айрширская,2022-11-06,5773,6363,,4,"0,14","0,98",5,,87
0421,Самец,Симентальская,2020-09-10,1798,3197,,4,"0,1","1,35",8,86,70
0422,Самка,Симентальская,2023-02-28,7356,0063,"27,76071648",3,"0,11",,9,,93
0423,Самка,Айрширская,2023-02-24,8107,8938,"26,1995301",5,"0,07","1,14",8,91,77
0424,Самка,Симентальская,2021-09-05,8295,6000,"22,76865243",5,"0,12",,6,,70
0425,Самец,Айрширская,2021-04-13,1376,7744,,5,"0,18",,6,79,89
0426,Самец,Герефорд,2021-01-13,9463,0495,"33,73214286",4,"0,2","1,14",6,84,84
0427,Самка,Швицкая,2021-12-21,6582,3007,,2,"0,17","1,26",7,,86
0428,Самка,Герефорд,2022-03-24,4292,6317,"34,14515407",3,"0,2","1,01",5,,83
0429,Самец,Айрширская,2022-02-23,6424,9782,"34,49165998",3,"0,03",,7,,84
0430,Самец,Голштинская,2022-05-14,2277,5764,"39,95648708",5,"0,13",,10,,83
0431,Самец,Герефорд,2022-05-25,4471,8830,"27,04555404",3,"0,2","1,21",9,95,74
0432,Самец,Швицкая,2023-05-06,9928,3825,,4,"0,08","0,85",8,,88
0433,Самец,Герефорд,2023-07-16,0139,0077,,2,"0,05","1,17",5,80,82
0434,Самец,Герефорд,2020-01-17,4619,7180,,3,"0,06",,6,,83
0435,Самка,Голштинская,2018-02-14,7670,2079,,2,"0,12","1,12",10,81,87
0436,Самка,Швицкая,2021-08-14,4217,1379,"21,11371495",4,"0,15",,9,89,87
0437,Самка,Симентальская,2021-08-13,2700,8836,,4,"0,16",,5,76,75
0438,Самка,Айрширская,2021-04-03,9773,4783,,4,"0,07",,7,,83
0439,Самец,Голштинская,2023-11-24,0427,3699,"25,73814017",3,"0,04","1,47",5,,83
0440,Самка,Герефорд,2021-06-22,4708,3370,,4,"0,11","1,35",7,,94
0441,Самец,Симентальская,2022-02-15,0505,9527,"29,57167408",4,"0,08","1,14",8,94,87
0442,Самка,Герефорд,2019-04-06,4003,0988,,3,"0,05","1,06",10,,94
0443,Самец,Айрширская,2022-01-14,0840,8977,"22,84995247",4,"0,14",,6,83,93
0444,Самка,Герефорд,2020-03-22,0717,5531,,3,"0,11",,5,,82
0445,Самец,Симентальская,2019-11-22,7783,7990,,3,"0,12","1,27",9,75,80
0446,Самец,Швицкая,2023-11-16,5059,8071,"33,90300515",3,"0,09","1,15",9,,93
0447,Самка,Голштинская,2023-09-14,0785,2533,,4,"0,14",,8,,75
0448,Самка,Айрширская,2018-08-08,1259,9036,,4,"0,05","1,07",6,91,80
0449,Самец,Герефорд,2020-02-26,6389,5376,"23,09867059",4,"0,08",,9,,74
0450,Самец,Симентальская,2019-08-02,9317,5311,"26,84732818",4,"0,2",,7,90,92
0451,Самка,Айрширская,2019-01-04,6201,1322,"23,88826329",3,"0,04","1,44",6,85,89
0452,Самец,Герефорд,2022-07-01,6546,7807,"33,66071609",2,"0,06",,6,,83
0453,Самка,Айрширская,2023-06-19,2193,2439,,5,"0,13","1,39",7,81,80
0454,Самка,Айрширская,2020-09-13,0072,1544,,4,"0,05",,6,76,92
0455,Самка,Айрширская,2018-09-23,5833,0907,"30,31912963",4,"0,14","1,1",10,88,86
0456,Самка,Швицкая,2020-07-06,1723,6351,"21,02606451",4,"0,03","1,07",10,,70
0457,Самец,Голштинская,2022-11-21,2439,3623,"34,96098508",2,"0,14",,10,83,74
0458,Самка,Симентальская,2018-02-05,5447,6323,,4,"0,1",,5,,84
0459,Самец,Симентальская,2021-11-06,3030,6342,,4,"0,05","1,01",7,,80
0460,Самка,Голштинская,2019-07-12,5517,0182,,4,"0,13",,6,,76
0461,Самка,Симентальская,2018-07-15,1842,3086,"28,45866205",2,"0,06","1,46",5,,93
0462,Самец,Голштинская,2022-05-21,5267,2206,"20,70695839",4,"0,08",,7,,84
0463,Самка,Голштинская,2023-06-04,6396,0757,,4,"0,05",,7,,75
0464,Самка,Айрширская,2022-02-06,7250,9632,"38,25102613",4,"0,18",,6,,72
0465,Самка,Голштинская,2019-09-19,0913,6253,"36,58008201",3,"0,05","1,08",9,87,94
0466,Самка,Симентальская,2021-06-26,0042,6985,,2,"0,16",,7,86,72
0467,Самка,Швицкая,2023-07-03,4407,1772,"36,06695432",4,"0,14",,10,85,90
0468,Самка,Швицкая,2020-07-21,0767,9942,"24,05690006",2,"0,14",,6,86,83
0469,Самец,Голштинская,2022-05-15,9460,7584,,4,"0,11","1,29",10,79,90
0470,Самец,Швицкая,2021-11-03,9663,8719,"34,65670337",4,"0,09","1,31",8,90,85
0471,Самец,Герефорд,2023-06-02,3647,1936,"29,98611435",4,"0,18","1,42",10,90,86
0472,Самка,Симентальская,2020-12-01,3338,3801,,4,"0,15",,9,,86
0473,Самец,Голштинская,2022-08-13,2888,5074,,4,"0,1","1,49",10,89,80
0474,Самка,Симентальская,2021-11-17,3714,2511,"39,97944521",4,"0,09",,6,,94
0475,Самка,Голштинская,2021-10-28,0923,2242,,3,"0,15",,7,,85
0476,Самец,Герефорд,2022-02-08,4374,2583,"32,12993803",4,"0,16",,7,,82
0477,Самец,Симентальская,2021-12-01,4307,8192,,4,"0,18",,9,,90
0478,Самец,Симентальская,2021-09-09,7367,4192,,3,"0,08",,9,,92
0479,Самка,Айрширская,2020-01-24,0835,3869,"37,54506917",5,"0,2","0,83",9,78,82
0480,Самка,Симентальская,2023-12-25,4144,0414,,4,"0,06","1,04",5,95,92
0481,Самка,Айрширская,2019-09-14,4975,8230,"32,22389029",3,"0,06","1,02",8,84,87
0482,Самка,Симентальская,2020-12-06,5364,3147,"20,86887887",4,"0,03","0,93",9,,85
0483,Самец,Айрширская,2019-05-05,7765,2123,,3,"0,04","1,03",8,84,93
0484,Самка,Симентальская,2021-09-27,2139,1567,,3,"0,03","0,82",7,,74
0485,Самка,Айрширская,2018-04-28,8382,4473,,4,"0,07",,8,86,87
0486,Самец,Айрширская,2023-11-10,7242,9674,,3,"0,18",,6,92,85
0487,Самец,Голштинская,2019-05-28,9031,6418,"35,7032284",4,"0,2",,8,,79
0488,Самец,Симентальская,2023-12-23,9010,0114,,4,"0,17",,5,94,77
0489,Самец,Герефорд,2022-02-05,5696,8950,,4,"0,07",,8,,73
0490,Самка,Симентальская,2022-03-14,7862,6337,,3,"0,15",,6,,94
0491,Самец,Симентальская,2021-12-04,3251,4763,,4,"0,19",,8,,72
0492,Самка,Айрширская,2018-03-09,4421,0303,"25,51240481",3,"0,19","1,05",8,91,80
0493,Самец,Швицкая,2022-07-07,1933,9388,"36,98860676",4,"0,18","1,03",7,,84
0494,Самка,Айрширская,2018-06-02,4167,2543,"36,70802374",4,"0,01","0,94",7,,91
0495,Самец,Айрширская,2018-04-19,0600,5211,,4,"0,06",,6,,84
0496,Самец,Симентальская,2023-12-05,8017,3229,"33,84946237",3,"0,07","1,36",9,81,77
0497,Самец,Швицкая,2022-02-21,1941,8550,"27,44910587",4,"0,03","1,26",6,,90
0498,Самец,Герефорд,2020-06-07,1748,7867,,4,"0,08","0,86",7,,85
0499,Самка,Голштинская,2022-02-08,5572,0456,"24,25774311",4,"0,13",,5,94,84
0500,Самец,Швицкая,2020-05-15,3980,2302,,4,"0,1",,9,,92
0501,Самец,Симентальская,2023-06-18,3928,3617,,2,"0,19",,7,94,87
0502,Самка,Герефорд,2018-01-17,8867,0185,"21,42802042",3,"0,03",,7,,94
0503,Самка,Герефорд,2021-07-15,3582,1207,"28,8703644",3,"0,08",,7,,92
0504,Самец,Симентальская,2022-01-12,9864,5569,,4,"0,07",,6,,78
0505,Самец,Герефорд,2019-11-26,9547,6785,"33,1407862",4,"0,17",,8,82,79
0506,Самка,Герефорд,2019-12-13,0107,5352,,4,"0,15","1,47",8,88,86
0507,Самка,Айрширская,2022-09-02,8403,7921,,4,"0,06",,10,91,95
0508,Самка,Швицкая,2023-05-09,1012,2960,,3,"0,05",,7,90,86
0509,Самка,Швицкая,2021-11-01,3447,4605,,4,"0,13",,10,78,88
0510,Самка,Айрширская,2022-01-27,0428,8573,"33,81506264",5,"0,15",,6,75,91
0511,Самка,Голштинская,2020-10-03,5930,2580,"29,47999888",4,"0,12",,10,,73
0512,Самец,Айрширская,2020-08-25,1844,2009,"23,72818543",4,"0,01",,5,95,72
0513,Самка,Айрширская,2019-07-14,8361,0050,"27,31870457",4,"0,18","1,12",6,,79
0514,Самка,Швицкая,2018-10-22,6950,6699,"36,3225238",4,"0,12","1,4",8,,88
0515,Самец,Айрширская,2018-01-13,0484,2194,"23,59031266",4,"0,07",,5,,76
0516,Самец,Симентальская,2022-12-09,1439,2579,,4,"0,06","1,43",5,88,78
0517,Самка,Голштинская,2022-02-12,4028,0779,,4,"0,17",,8,,79
0518,Самец,Швицкая,2021-12-04,7201,1785,"22,24914377",4,"0,16","1,19",9,,83
0519,Самец,Голштинская,2021-08-18,9012,7578,"27,80104266",4,"0,03",,5,94,74
0520,Самец,Симентальская,2020-12-12,4434,1611,,4,"0,06",,7,,75
0521,Самец,Айрширская,2019-02-24,2880,2866,"20,23983957",3,"0,01",,6,76,87
0522,Самка,Айрширская,2020-12-16,5308,4327,,5,"0,05",,9,,84
0523,Самец,Айрширская,2020-09-10,1880,3774,"29,64116922",3,"0,15",,9,,80
0524,Самец,Голштинская,2020-12-20,5081,4610,"29,60087543",3,"0,13",,8,,86
